Spell,Publisher,Source,Concentration,Ritual,Rare Spell Count,Spell Level,Artificer,Bard,Cleric,Druid,Elementalist,Herald,Sorcerer,Warlock,Wielder,Witch,Wizard,Classical School,acid,affliction,air,arcane,architecture,attack,beasts,chaos,cold,communication,compulsion,control,displacement,divine,earth,enhancement,evil,fear,fire,force,good,healing,knowledge,law,lightning,movement,nature,necrotic,negation,object,obscurement,planar,plants,poison,prismatic,protection,psionic,psychic,radiant,scrying,senses,shadow,shapechanging,sound,storm,summoning,technological,telepathy,teleportation,terrain,thunder,time,transformation,travel,unarmed,undead,utility,water,weaponry,weather,Multiclass
Locate Creature,EN Publishing,Adventurer's Guide,1,0,0,4,1,1,1,1,0,1,0,0,0,1,1,Divination,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locate Object,EN Publishing,Adventurer's Guide,1,0,0,2,0,1,1,1,0,1,0,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Longshot,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Longstrider,EN Publishing,Adventurer's Guide,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mage Armor,EN Publishing,Adventurer's Guide,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mage Hand,EN Publishing,Adventurer's Guide,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Magic Circle,EN Publishing,Adventurer's Guide,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,Abjuration,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Jar,EN Publishing,Adventurer's Guide,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,Necromancy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Map,EN Publishing,Dungeon Delver's Guide,0,1,0,2,0,1,0,1,0,0,0,1,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Missile,EN Publishing,Adventurer's Guide,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Mouth,EN Publishing,Adventurer's Guide,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Weapon,EN Publishing,Adventurer's Guide,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Magnificent Mansion,EN Publishing,Adventurer's Guide,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Major Image,EN Publishing,Adventurer's Guide,1,0,0,3,0,0,0,0,0,0,1,1,0,1,1,Illusion,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallet of the Earth,Purple Martin Games,"Manual of Adventurous Resources, Vol.5: Elements",1,0,0,4,0,0,0,1,0,0,1,0,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Map Marker,EN Publishing,Gate Pass Gazette #10,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mark of Exile,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of Glory,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,Illusion,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mark of Guardianship,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of Honor,Purple Martin Games,Spells of the Forgotten Vault,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,Enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of Puissance,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of Pursuit,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark of Shame,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,Illusion,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marksman's Gaze,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Cure Wounds,EN Publishing,Adventurer's Guide,0,0,0,5,0,1,1,1,0,0,0,0,0,1,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Heal,EN Publishing,Adventurer's Guide,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Healing Word,EN Publishing,Adventurer's Guide,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass Suggestion,EN Publishing,Adventurer's Guide,0,0,0,6,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maze,EN Publishing,Adventurer's Guide,1,0,0,8,0,0,0,0,0,0,0,0,0,0,1,Conjuration,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meld Into Stone,EN Publishing,Adventurer's Guide,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mending,EN Publishing,Adventurer's Guide,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mental Grip,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,1,0,0,1,1,1,0,1,1,Conjuration,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merciless Weapon,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Message,EN Publishing,Adventurer's Guide,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metabolic Stasis,EN Publishing,Dungeon Delver's Guide,0,0,0,6,0,1,1,0,0,0,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meteor Swarm,EN Publishing,Adventurer's Guide,0,0,1,9,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mind Blank,EN Publishing,Adventurer's Guide,0,0,0,8,0,1,0,0,0,0,0,0,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindshield,EN Publishing,Adventurer's Guide,1,0,0,4,1,0,0,1,0,0,1,0,0,0,1,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minor Illusion,EN Publishing,Adventurer's Guide,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,Illusion,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirage Arcane,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,0,1,0,0,0,0,0,1,1,Illusion,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mirror Image,EN Publishing,Adventurer's Guide,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,Illusion,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mislead,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Missage,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,Illusion,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Misty Step,EN Publishing,Adventurer's Guide,0,0,1,2,1,0,0,0,0,0,1,1,0,1,1,Conjuration,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Modify Memory,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,Enchantment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Moonbeam,EN Publishing,Adventurer's Guide,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouth of Hell,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Move Earth,EN Publishing,Adventurer's Guide,1,0,1,6,0,0,0,1,0,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mudball,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Muddle,EN Publishing,Adventurer's Guide,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musical Number,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nondetection,EN Publishing,Adventurer's Guide,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Object Manipulation,Steampunkette,Paranormal Power,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otherwordliness,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Outrider Efficiency,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ranger
Paper Cut,Ravine,Pamphlet to Arcane Weaponry,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Without Trace,EN Publishing,Adventurer's Guide,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Passwall,EN Publishing,Adventurer's Guide,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Persecutor,Purple Martin Games,Arcane Sniper,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Necromancy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ranger
Pestilence,EN Publishing,Adventurer's Guide,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantasmal Killer,EN Publishing,Adventurer's Guide,1,0,2,4,0,0,0,0,0,0,0,0,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phantasmal Talons,EN Publishing,Adventurer's Guide,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,Enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Phantom Steed,EN Publishing,Adventurer's Guide,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pigment Cloud,EN Publishing,Gate Pass Gazette #14,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planar Ally,EN Publishing,Adventurer's Guide,0,0,2,6,0,0,1,0,0,0,0,1,0,1,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planar Binding,EN Publishing,Adventurer's Guide,0,0,1,5,0,1,1,1,0,0,0,0,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Planar Impact,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adept
Plane Shift,EN Publishing,Adventurer's Guide,0,0,0,7,0,0,1,1,0,0,1,1,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Plant Growth,EN Publishing,Adventurer's Guide,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Poison Skin,EN Publishing,Adventurer's Guide,1,0,0,3,0,0,0,1,0,0,0,1,0,1,1,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polymorph,EN Publishing,Adventurer's Guide,1,0,0,4,1,1,0,1,0,0,1,0,0,1,1,Transmutation,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Portal Shot,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,Transmutation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Power Word Kill,EN Publishing,Adventurer's Guide,0,0,1,9,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Word Stun,EN Publishing,Adventurer's Guide,0,0,1,8,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
